			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
rnd-5_family-4892	LTR	LTR	0	0	0	0	0	101	0	94	58	93	575	323	2340	2233	3368	3957	5959	7604	6840	7323	6785	7550	6374	4756	2913	1892	1185	264	464	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-957	LTR	LTR	0	0	161	385	1382	804	688	476	1473	836	1472	532	1263	359	1173	670	731	416	581	404	350	248	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2609	DNA	DNA	156	48	240	31	139	360	292	814	763	1393	2647	3391	3867	6034	5711	4508	6373	4596	5043	6266	4576	4007	2957	3803	2587	2048	1277	749	1455	495	209	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3740	DNA	DNA	0	0	0	58	43	57	91	528	956	1526	7166	7087	10633	14004	11423	10775	13016	9866	5375	5264	4942	3118	2547	1823	1458	790	742	892	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1027	DNA	MULE-MuDR	102	0	0	8503	18559	6998	3885	12352	8075	3540	2649	14906	10009	4482	5792	8541	11435	14179	10006	6887	4012	7656	4811	6940	6778	4880	11116	6696	1820	1943	1502	1200	844	1895	470	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-245	Retro	Retro	0	0	0	0	0	40	0	0	0	0	39	195	91	204	0	381	1826	1897	3298	8672	6993	2710	1266	276	0	251	0	0	7	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-108	DNA	hAT-Ac	0	0	315	470	0	1319	1703	1344	912	675	779	1250	739	400	327	665	1661	589	299	594	633	0	288	319	60	178	64	28	180	0	0	388	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1905	LINE	LINE	79	66	608	917	5604	8486	5110	5105	2026	3103	1277	585	325	708	163	292	102	293	0	254	0	0	0	0	0	0	0	153	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-103	LTR	Gypsy	0	78	37	87	264	862	6622	50889	322100	429635	280919	172738	157203	161462	60133	24014	14375	3400	3075	1518	1494	85	2837	1481	170	0	81	464	1078	1072	2609	1377	2002	2801	454	233	0	261	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-820	LINE	LINE	0	0	0	0	0	0	160	0	95	91	66	175	190	91	92	103	93	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-931	SINE	SINE	0	0	0	0	74	289	190	869	1146	1134	1094	1653	1586	995	1206	919	1365	901	484	386	244	193	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-110	DNA	Ginger-1	28	0	70	0	100	622	950	2638	1419	857	3193	3415	3666	1830	2632	1709	2098	2452	3080	2832	1960	1704	1714	1195	839	175	83	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-407	LINE	L1	0	0	44	0	94	76	146	0	137	496	404	276	2646	181	312	187	1316	579	322	840	1700	1207	1852	1257	1402	2481	4455	3813	3723	2067	1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-153	LTR	LTR	0	0	42	0	290	306	0	411	1032	3461	616	1601	311	717	0	702	372	42	0	139	211	0	142	167	8	217	251	108	519	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-591	SINE	SINE	0	0	0	261	1631	10048	5296	2681	2410	3490	5110	5019	3174	3733	6115	4606	3625	7282	3128	2489	1767	1399	343	241	608	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-529	LINE	L1	120	62	1064	2730	6613	8597	11265	11100	8560	6758	5347	4094	5717	4608	4460	3600	3210	2356	1659	819	666	232	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-696	LINE	LINE	0	175	731	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	100	282	274	160	78	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-101	SINE	SINE	31	0	0	0	1256	16103	29299	11116	3269	2057	2890	5132	6586	5247	6893	3432	797	573	41	484	130	474	104	682	4128	8106	8027	3292	1020	294	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-719	DNA	DNA	42	0	36	315	223	3242	2782	2482	2352	2250	1819	867	1893	1227	1114	1396	1698	2359	1788	1871	2339	1533	902	659	148	516	97	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-4813	LINE	LINE	103	176	38	926	987	4104	4942	1664	3357	1852	1690	1995	832	2093	3812	5288	4378	1979	2422	3061	1830	3572	2899	1736	736	1612	829	1636	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-80	DNA	DNA	0	0	38	0	0	0	0	79	90	157	304	515	1224	967	1601	2529	2626	3585	3637	2654	3327	5077	3677	2750	1198	1346	1129	436	300	176	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-2_family-28	SINE	SINE	38	0	0	55	216	399	361	1988	7227	16115	31660	46610	72346	70771	70669	61023	50878	32672	15413	11183	9833	3135	1997	1383	736	140	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-757	LTR	Gypsy	0	0	0	0	0	0	131	447	1568	1603	3414	1410	2901	2713	3128	1616	2466	2891	1617	2356	1450	1785	1309	2446	879	221	149	118	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-797	DNA	DNA	0	0	0	0	184	308	404	1014	1460	1467	2207	1287	1152	1281	1778	1428	788	494	116	92	509	158	56	52	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-839	LINE	L1	0	0	0	0	0	0	0	0	104	0	0	96	57	106	190	2543	2003	1691	2081	4351	5940	5081	4824	5819	7114	14233	8762	6962	6195	7387	6785	3434	3161	430	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1151	LTR	LTR	0	0	0	0	316	0	359	628	568	1146	188	1182	1086	599	1115	370	570	222	61	364	29	122	135	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-382	LTR	LTR	0	66	0	0	0	1314	13770	10274	1250	278	0	45	1886	6813	2052	5005	7303	6637	1749	5809	6694	7032	7127	5872	5622	7476	9954	9153	2348	1548	1099	884	426	0	723	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-610	DNA	DNA	0	0	0	0	0	175	497	3083	3575	1004	8084	3629	4726	2764	5617	1338	1545	1064	811	512	612	230	1544	0	127	115	396	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1014	RC	Helitron	106	54	0	991	4182	8141	4363	4047	504	644	642	1029	1785	522	105	625	548	355	2949	4974	4726	3079	1197	835	1668	934	427	1353	905	290	239	20	29	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1010	DNA	DNA	34	0	123	0	42	75	43	501	103	318	186	852	586	620	985	813	3603	2938	1901	3498	3974	2208	2705	4560	3251	1322	1472	1254	539	36	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-804	DNA	DNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	224	337	0	1012	2509	1074	1317	1110	1288	367	94	251	90	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-558	DNA	DNA	0	0	0	0	0	118	77	78	36	83	574	312	128	642	334	543	234	365	634	317	153	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-410	Retro	Retro	0	0	0	0	0	0	44	0	0	0	0	43	0	0	0	0	117	427	999	1738	7104	6703	8938	12080	7976	6942	4376	1827	2790	907	1383	0	215	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-16	DNA	DNA	0	0	204	0	2507	9633	16332	24975	50907	77929	37413	14775	16180	8796	3426	628	36	858	727	188	134	403	0	33	0	20	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-907	LTR	LTR	0	0	0	0	0	0	0	0	0	65	159	251	440	1383	815	2234	2139	2539	1492	1097	1244	1772	1251	1321	836	517	290	369	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-418	Retro	Retro	0	57	0	30	45	3150	9378	10848	2909	1256	4303	2925	4674	6153	2882	2457	2336	2231	1440	1767	893	2152	874	546	750	149	28	407	71	252	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-148	DNA	DNA	0	0	0	0	0	0	80	0	269	187	279	611	902	1118	922	371	728	509	431	1084	417	790	184	346	109	269	431	0	58	0	75	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-5699	LTR	LTR	184	2733	3993	4359	3369	686	552	157	184	53	0	137	0	139	0	0	55	173	133	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-7655	DNA	DNA	0	3422	14187	0	0	0	0	0	0	0	51	123	76	79	200	139	219	516	301	604	1331	3777	1385	0	1575	1070	1149	1728	700	962	929	1611	1002	464	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-337	LTR	LTR	41	0	76	282	349	394	7731	26370	30116	22132	37440	26171	15396	7588	9795	6666	4215	2062	4102	7887	4159	2833	3203	3107	3724	5317	1803	3290	1450	1751	899	475	0	580	384	124	0	0	0	109	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1058	DNA	DNA	0	0	0	0	0	0	33	42	0	41	58	0	0	0	49	57	0	8	0	13	0	0	0	47	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-280	DNA	DNA	0	0	0	0	91	0	442	315	214	223	221	257	224	0	100	666	409	334	151	107	138	197	12	89	246	77	0	119	138	89	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-231	LTR	LTR	0	0	0	143	42	655	337	418	1235	3048	4693	8240	12097	13586	15153	15720	11350	9869	10053	6447	5508	3548	3864	2130	1151	948	378	406	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1050	LINE	LINE	60	0	40	92	47	35	109	246	291	461	662	1929	1785	2961	6560	12384	10028	14651	17404	16728	21060	15896	16388	5835	5962	3285	3472	938	588	329	296	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-468	SINE	SINE	39	0	86	66	0	137	499	94	1064	1719	2709	2339	2718	3331	3132	2670	1249	1753	1401	1354	488	180	279	179	112	114	113	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-84	DNA	DNA	0	110	134	656	746	310	6851	25829	22796	43093	68164	83863	85658	82370	88354	36470	15633	12915	7946	2963	1160	1068	1329	2861	1596	14	332	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3608	LTR	Gypsy	0	0	0	266	95	265	0	0	0	0	1147	3273	1292	427	2321	1432	2266	1606	4962	1571	543	3316	1543	3078	4861	5957	1357	1809	2061	316	2162	149	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1839	DNA	DNA	0	4882	2397	1045	3446	3043	0	57	0	454	301	0	66	683	616	1506	1239	662	34	536	432	384	228	146	100	0	264	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-810	LTR	LTR	266	0	0	817	4490	8513	10819	10917	7892	6080	3747	5013	3480	3957	4903	4167	5702	5708	6877	5663	5677	7074	6143	5187	2124	3636	1179	1149	522	348	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-223	LTR	LTR	0	336	604	916	2675	7558	4312	4440	12139	9476	7144	8487	10602	9592	4839	2736	1025	834	3059	1667	749	1556	515	366	0	82	361	0	252	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-393	SINE	tRNA	0	106	326	757	778	797	1302	1304	2025	1022	1283	1492	1487	1107	2530	2498	1582	2456	1317	485	1595	884	830	922	1002	653	197	621	399	163	0	118	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-51	Retro	Retro	29	0	37	0	41	0	449	457	2496	3237	3562	1208	2435	2135	4246	4551	4662	7229	8285	8569	6270	5172	6877	6578	4803	2478	2313	2809	3677	1010	973	303	426	127	67	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2276	DNA	DNA	0	0	0	28	0	0	225	0	373	136	415	224	345	601	543	912	1030	1602	1447	1436	1823	1559	1806	1748	458	656	664	371	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-583	DNA	hAT-Ac	0	0	49	68	505	619	4983	9806	7655	6232	5214	1790	2137	500	1314	1228	759	880	1013	23	1018	702	783	632	253	179	539	187	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-569	LTR	LTR	0	356	227	0	179	0	405	331	927	538	300	1156	939	1043	1950	3023	1728	2937	2417	2421	4225	8994	3441	6767	3214	1173	1144	378	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-924	LINE	LINE	0	56	0	590	3492	10045	15412	11664	9992	3819	5596	3195	4051	3274	875	126	0	933	889	1981	2302	294	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1076	Unknown	Unknown	0	0	0	97	0	143	944	883	1444	887	1751	1883	2793	1541	2574	1334	1676	1147	1408	1485	1782	1189	1633	837	642	323	595	239	135	411	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-5403	LINE	L1	0	0	0	0	0	0	80	0	0	0	0	356	3266	556	54	0	1991	128	0	1290	334	830	3122	4366	4309	8325	16575	30906	33002	20816	16716	6391	1887	1795	355	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2554	DNA	PIF-Harbinger	0	0	0	0	0	39	0	0	0	43	252	250	360	702	1917	2298	1750	2664	1337	3130	2167	2091	1697	1738	950	261	549	348	540	762	453	905	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-677	DNA	DNA	0	311	277	0	13390	41552	41678	9356	3590	1632	1851	11002	21804	17180	7584	4043	4596	2291	2752	3182	2881	2601	424	3964	4890	2211	2485	1337	2520	1784	1897	1487	971	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-875	DNA	DNA	0	0	377	2255	1875	2597	377	376	57	1081	38	1017	670	417	117	351	518	367	212	120	211	994	918	2049	370	249	156	344	0	54	197	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-163	LTR	Gypsy	69	0	0	846	1602	3058	15928	75800	90505	85055	79906	51912	38025	41326	31127	16332	14797	8240	9001	14075	3633	8259	4828	11229	6884	8502	3650	3880	2214	1870	3327	2532	1020	922	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3191	Unknown	Unknown	0	0	0	0	0	0	49	57	34	0	268	554	591	782	2480	2294	4084	3597	6028	6857	7660	6648	7799	5754	4092	2771	4203	1920	907	573	643	171	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1160	LTR	LTR	0	0	0	0	589	727	508	369	508	574	847	1471	1644	920	793	683	1175	1468	1732	1854	918	1019	682	814	464	0	245	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-930	DNA	MULE-MuDR	0	268	0	82	0	88	138	811	1099	1618	136	863	580	122	4022	4118	6439	1776	2318	1558	389	0	0	1301	510	241	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-845	DNA	DNA	0	0	0	0	62	0	61	81	182	0	246	903	2074	2971	2624	4148	6888	4671	4236	4670	4436	3214	2500	1129	1362	742	197	907	85	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-639	DNA	DNA	0	0	0	285	75	175	227	778	998	1756	1222	1482	1081	1034	827	685	360	256	507	311	545	331	242	267	332	230	132	195	227	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-14231	Retro	Retro	0	0	0	0	0	0	0	0	0	0	0	211	0	208	344	0	1257	1041	424	1869	1449	1465	622	616	619	655	211	577	843	204	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-6372	LTR	LTR	0	114	1104	3300	6792	187	1732	7111	0	164	32	645	0	0	53	101	0	383	103	0	0	0	141	0	0	392	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-963	Retro	Retro	75	0	0	695	959	1230	968	1075	634	1286	798	412	1505	731	335	524	488	267	158	1029	363	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3041	DNA	hAT-Ac	0	0	0	0	0	0	0	0	55	84	311	382	178	1757	2417	2962	4022	3765	3598	4710	4308	4706	3084	3098	2772	1687	951	311	905	272	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-324	LINE	LINE	0	0	240	0	0	171	1456	164	1975	2468	5060	27368	13729	11135	11771	3321	0	0	895	580	0	698	0	614	0	0	413	887	0	163	770	351	539	753	0	452	615	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-288	DNA	DNA	57	0	0	156	0	0	0	0	121	88	0	0	0	0	157	0	0	0	26	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-725	DNA	DNA	0	0	37	0	0	40	223	0	1674	2308	4349	7460	7978	7196	7730	5060	6595	2539	1895	2480	1870	893	1515	852	900	857	621	130	782	276	168	172	316	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-263	LINE	LINE	0	161	121	356	746	1762	2086	2455	4802	4086	3432	4009	2361	2041	2198	4025	2630	3868	5083	4292	3780	4230	4001	1593	2347	2442	1014	686	1455	2557	744	377	564	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-305	LINE	L1	0	77	83	110	74	244	476	873	1179	1579	766	1257	2095	1515	2419	2567	3471	9280	14053	14116	16135	15796	22622	22482	14635	12760	9979	9630	7683	4408	1870	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-9014	Unknown	Unknown	0	0	0	0	0	0	0	0	0	72	0	0	0	2469	986	1822	1589	3395	1463	1328	849	2116	1291	783	2049	1649	1630	104	0	1000	1077	2397	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-613	DNA	hAT-Ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	118	409	230	1873	823	879	2258	1654	1722	1187	977	1444	999	663	514	170	189	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1086	nonLTR	nonLTR	0	0	0	0	0	139	284	142	587	412	1464	760	1006	263	0	673	284	124	185	0	0	148	135	0	151	0	59	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-377	LTR	LTR	0	0	0	0	0	52	31	54	54	162	284	439	1277	1358	2301	2927	2875	2896	4406	3903	6812	5389	4569	6032	6476	5383	4845	5032	3936	2995	2640	805	892	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1210	LINE	LINE	0	0	0	0	0	41	0	0	0	0	0	0	0	156	793	692	394	0	477	641	1491	540	501	152	1681	580	517	0	0	286	164	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-638	LTR	Copia	64	0	0	0	5517	4535	8336	9050	9671	5452	5129	5534	5130	7379	5600	5356	8845	5087	4019	4257	1695	2574	2288	1587	1088	713	633	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-749	SINE	SINE	0	0	0	0	48	52	60	575	1351	1514	1826	2171	3485	3621	3262	4852	4065	4317	5236	5962	7019	4775	5192	4937	3517	2086	2854	1220	485	386	0	136	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-365	DNA	hAT-Charlie	0	0	0	0	0	53	0	0	48	0	37	501	365	195	111	247	1625	967	811	1647	884	1973	1516	1806	499	1161	877	441	511	168	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-5429	LINE	LINE	0	0	0	31	745	720	6662	5229	9197	3982	2648	219	869	2268	2174	93	655	900	112	0	0	244	524	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-483	Retro	Retro	0	0	42	344	777	1038	3084	7045	23062	21092	22835	18888	12805	10310	9330	6041	4819	3402	1178	1373	1504	1184	679	1271	1302	798	260	160	31	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-467	DNA	DNA	0	0	35	0	0	0	45	0	490	198	791	1155	2275	1738	2766	5556	3722	6121	4960	7012	8071	5391	6120	6712	6373	6270	1965	1156	190	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2897	LINE	LINE	0	0	0	0	0	56	0	0	419	0	1951	597	347	28	28	555	726	1283	2592	4559	2222	4031	3182	3708	3639	5015	2001	490	887	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-313	DNA	DNA	982	6577	11711	12428	12604	6180	2525	699	329	35	0	11	51	53	54	22	0	76	1	33	8	143	0	0	0	60	16	46	0	15	0	0	23	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2566	LTR	Gypsy	0	63	2504	8432	7737	10416	4488	7993	1409	3654	341	4092	2999	6852	1161	1532	252	2189	1367	980	1694	1504	1114	2052	1630	2108	2739	3346	2041	6016	4186	992	263	633	14	14	489	612	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-632	LTR	Gypsy	0	0	0	0	0	179	77	0	72	0	0	51	0	0	0	0	164	95	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-711	LTR	Copia	0	0	0	207	759	24631	59066	50443	26796	7894	3948	2302	419	3020	464	0	1329	1224	1553	7181	7506	1520	1066	2435	1789	1195	252	644	565	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-73	LTR	LTR	175	1164	1179	8575	12003	32827	64909	43128	50382	31095	23672	14571	20003	20900	7391	15707	4550	3639	2719	4235	3432	813	301	1120	243	47	164	265	172	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-5801	DNA	hAT-Ac	0	0	0	0	0	60	596	3212	3479	3539	6172	8410	7051	7668	1893	3016	3747	2682	2547	2234	1560	1639	1433	1667	1001	903	856	360	392	766	941	489	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-296	DNA	CMC-EnSpm	0	0	74	4110	11122	11846	13162	12039	20545	16237	8980	11329	7755	4543	4605	3457	1899	2012	2326	2176	4220	2929	2077	1048	2733	1857	1148	559	388	427	206	87	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-6118	DNA	MULE-MuDR	0	0	0	209	167	1046	3125	2781	0	997	490	0	2182	2188	1318	499	5636	114	1044	395	102	1466	942	198	220	80	210	1079	1644	406	635	1399	1593	1656	888	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-441	DNA	DNA	0	0	0	0	0	0	0	0	45	0	101	45	208	961	1522	3877	3689	7715	9531	9858	13426	16910	13435	18777	16836	14717	14246	7752	5991	3916	1915	1400	363	387	217	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2043	LTR	LTR	43	154	486	927	808	954	830	1125	990	503	289	172	96	95	161	92	455	81	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2198	LINE	LINE	0	0	0	0	0	0	165	1235	968	1299	1202	3184	4217	4096	3810	3144	3911	2343	2167	2243	1425	811	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-232	Retro	Retro	0	0	183	0	239	1734	3813	4855	9653	6423	5968	2909	3711	1344	3187	1891	2019	2704	2873	2307	2556	2952	2650	3459	3811	2673	1300	1440	1141	460	222	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-150	Retro	Retro	26	0	0	174	113	1945	3450	10118	28627	43295	45886	31765	17779	9383	3098	1045	892	805	951	545	349	524	612	397	112	665	436	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-7323	DNA	DNA	0	0	0	0	68	170	2139	4027	6473	3139	1610	370	102	972	178	366	497	301	0	0	1200	890	395	0	0	308	0	148	0	0	0	618	479	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-166	DNA	hAT-Ac	1452	28866	105321	44736	16566	8245	5058	5261	3472	3046	2512	3975	5078	4389	5368	7751	6780	7694	5879	5814	4759	4718	3197	2957	1983	1535	1955	1121	1466	1322	371	672	445	0	117	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
